date,state,cases
2020-03-19,Holy See,1
2020-03-20,Holy See,1
2020-03-21,Holy See,1
2020-03-22,Holy See,1
2020-03-23,Holy See,1
2020-03-24,Holy See,4
2020-03-25,Holy See,4
2020-03-26,Holy See,4
2020-03-27,Holy See,4
2020-03-28,Holy See,6
2020-03-29,Holy See,6
2020-03-30,Holy See,6
2020-03-31,Holy See,6
2020-04-01,Holy See,6
2020-04-02,Holy See,7
2020-04-03,Holy See,7
2020-04-04,Holy See,7
2020-04-05,Holy See,7
2020-04-06,Holy See,7
2020-04-07,Holy See,7
2020-04-08,Holy See,8
2020-04-09,Holy See,8
2020-04-10,Holy See,8
2020-04-11,Holy See,8
2020-04-12,Holy See,8
2020-04-13,Holy See,8
2020-04-14,Holy See,8
2020-04-15,Holy See,8
2020-04-16,Holy See,8
2020-03-18,Hungary,58
2020-03-19,Hungary,73
2020-03-20,Hungary,85
2020-03-21,Hungary,103
2020-03-22,Hungary,131
2020-03-23,Hungary,167
2020-03-24,Hungary,187
2020-03-25,Hungary,226
2020-03-26,Hungary,261
2020-03-27,Hungary,300
2020-03-28,Hungary,343
2020-03-29,Hungary,408
2020-03-30,Hungary,447
2020-03-31,Hungary,492
2020-04-01,Hungary,525
2020-04-02,Hungary,585
2020-04-03,Hungary,623
2020-04-04,Hungary,678
2020-04-05,Hungary,733
2020-04-06,Hungary,744
2020-04-07,Hungary,817
2020-04-08,Hungary,895
2020-04-09,Hungary,980
2020-04-10,Hungary,1190
2020-04-11,Hungary,1310
2020-04-12,Hungary,1410
2020-04-13,Hungary,1458
2020-04-14,Hungary,1512
2020-04-15,Hungary,1579
2020-04-16,Hungary,1652
2020-03-18,Iceland,250
2020-03-19,Iceland,330
2020-03-20,Iceland,409
2020-03-21,Iceland,473
2020-03-22,Iceland,568
2020-03-23,Iceland,588
2020-03-24,Iceland,648
2020-03-25,Iceland,737
2020-03-26,Iceland,802
2020-03-27,Iceland,890
2020-03-28,Iceland,963
2020-03-29,Iceland,1020
2020-03-30,Iceland,1086
2020-03-31,Iceland,1135
2020-04-01,Iceland,1220
2020-04-02,Iceland,1319
2020-04-03,Iceland,1364
2020-04-04,Iceland,1417
2020-04-05,Iceland,1486
2020-04-06,Iceland,1562
2020-04-07,Iceland,1586
2020-04-08,Iceland,1616
2020-04-09,Iceland,1648
2020-04-10,Iceland,1675
2020-04-11,Iceland,1689
2020-04-12,Iceland,1701
2020-04-13,Iceland,1711
2020-04-14,Iceland,1720
2020-04-15,Iceland,1727
2020-04-16,Iceland,1739
2020-03-18,Ireland,292
2020-03-19,Ireland,557
2020-03-20,Ireland,683
2020-03-21,Ireland,785
2020-03-22,Ireland,906
2020-03-23,Ireland,1125
2020-03-24,Ireland,1329
2020-03-25,Ireland,1564
2020-03-26,Ireland,1819
2020-03-27,Ireland,2121
2020-03-28,Ireland,2415
2020-03-29,Ireland,2615
2020-03-30,Ireland,2910
2020-03-31,Ireland,3235
2020-04-01,Ireland,3447
2020-04-02,Ireland,3849
2020-04-03,Ireland,4273
2020-04-04,Ireland,4604
2020-04-05,Ireland,4994
2020-04-06,Ireland,5364
2020-04-07,Ireland,5709
2020-04-08,Ireland,6074
2020-04-09,Ireland,6574
2020-04-10,Ireland,8089
2020-04-11,Ireland,8928
2020-04-12,Ireland,9655
2020-04-13,Ireland,10647
2020-04-14,Ireland,11479
2020-04-15,Ireland,12547
2020-04-16,Ireland,13271
2020-03-18,Italy,35713
2020-03-19,Italy,41035
2020-03-20,Italy,47021
2020-03-21,Italy,53578
2020-03-22,Italy,59138
2020-03-23,Italy,63927
2020-03-24,Italy,69176
2020-03-25,Italy,74386
2020-03-26,Italy,80589
2020-03-27,Italy,86498
2020-03-28,Italy,92472
2020-03-29,Italy,97689
2020-03-30,Italy,101739
2020-03-31,Italy,105792
2020-04-01,Italy,110574
2020-04-02,Italy,115242
2020-04-03,Italy,119827
2020-04-04,Italy,124632
2020-04-05,Italy,128948
2020-04-06,Italy,132547
2020-04-07,Italy,135586
2020-04-08,Italy,139422
2020-04-09,Italy,143626
2020-04-10,Italy,147577
2020-04-11,Italy,152271
2020-04-12,Italy,156363
2020-04-13,Italy,159516
2020-04-14,Italy,162488
2020-04-15,Italy,165155
2020-04-16,Italy,168941
2020-03-18,Latvia,71
2020-03-19,Latvia,86
2020-03-20,Latvia,111
2020-03-21,Latvia,124
2020-03-22,Latvia,139
2020-03-23,Latvia,180
2020-03-24,Latvia,197
2020-03-25,Latvia,221
2020-03-26,Latvia,244
2020-03-27,Latvia,280
2020-03-28,Latvia,305
2020-03-29,Latvia,347
2020-03-30,Latvia,376
2020-03-31,Latvia,398
2020-04-01,Latvia,446
2020-04-02,Latvia,458
2020-04-03,Latvia,493
2020-04-04,Latvia,509
2020-04-05,Latvia,533
2020-04-06,Latvia,542
2020-04-07,Latvia,548
2020-04-08,Latvia,577
2020-04-09,Latvia,589
2020-04-10,Latvia,612
2020-04-11,Latvia,630
2020-04-12,Latvia,651
2020-04-13,Latvia,655
2020-04-14,Latvia,657
2020-04-15,Latvia,666
2020-04-16,Latvia,675
2020-03-18,Liechtenstein,28
2020-03-19,Liechtenstein,28
2020-03-20,Liechtenstein,28
2020-03-21,Liechtenstein,37
2020-03-22,Liechtenstein,37
2020-03-23,Liechtenstein,51
2020-03-24,Liechtenstein,51
2020-03-25,Liechtenstein,51
2020-03-26,Liechtenstein,56
2020-03-27,Liechtenstein,56
2020-03-28,Liechtenstein,56
2020-03-29,Liechtenstein,56
2020-03-30,Liechtenstein,62
2020-03-31,Liechtenstein,68
2020-04-01,Liechtenstein,68
2020-04-02,Liechtenstein,75
2020-04-03,Liechtenstein,75
2020-04-04,Liechtenstein,77
2020-04-05,Liechtenstein,77
2020-04-06,Liechtenstein,77
2020-04-07,Liechtenstein,78
2020-04-08,Liechtenstein,78
2020-04-09,Liechtenstein,78
2020-04-10,Liechtenstein,79
2020-04-11,Liechtenstein,79
2020-04-12,Liechtenstein,79
2020-04-13,Liechtenstein,79
2020-04-14,Liechtenstein,79
2020-04-15,Liechtenstein,79
2020-04-16,Liechtenstein,79
2020-03-18,Lithuania,27
2020-03-19,Lithuania,36
2020-03-20,Lithuania,49
2020-03-21,Lithuania,83
2020-03-22,Lithuania,143
2020-03-23,Lithuania,179
2020-03-24,Lithuania,209
2020-03-25,Lithuania,274
2020-03-26,Lithuania,299
2020-03-27,Lithuania,358
2020-03-28,Lithuania,394
2020-03-29,Lithuania,460
2020-03-30,Lithuania,491
2020-03-31,Lithuania,537
2020-04-01,Lithuania,581
2020-04-02,Lithuania,649
2020-04-03,Lithuania,696
2020-04-04,Lithuania,771
2020-04-05,Lithuania,811
2020-04-06,Lithuania,843
2020-04-07,Lithuania,880
2020-04-08,Lithuania,912
2020-04-09,Lithuania,955
2020-04-10,Lithuania,999
2020-04-11,Lithuania,1026
2020-04-12,Lithuania,1053
2020-04-13,Lithuania,1062
2020-04-14,Lithuania,1070
2020-04-15,Lithuania,1091
2020-04-16,Lithuania,1128
2020-03-18,Luxembourg,203
2020-03-19,Luxembourg,335
2020-03-20,Luxembourg,484
2020-03-21,Luxembourg,670
2020-03-22,Luxembourg,798
2020-03-23,Luxembourg,875
2020-03-24,Luxembourg,1099
2020-03-25,Luxembourg,1333
2020-03-26,Luxembourg,1453
2020-03-27,Luxembourg,1605
2020-03-28,Luxembourg,1831
2020-03-29,Luxembourg,1950
2020-03-30,Luxembourg,1988
2020-03-31,Luxembourg,2178
2020-04-01,Luxembourg,2319
2020-04-02,Luxembourg,2487
2020-04-03,Luxembourg,2612
2020-04-04,Luxembourg,2729
2020-04-05,Luxembourg,2804
2020-04-06,Luxembourg,2843
2020-04-07,Luxembourg,2970
2020-04-08,Luxembourg,3034
2020-04-09,Luxembourg,3115
2020-04-10,Luxembourg,3223
2020-04-11,Luxembourg,3270
2020-04-12,Luxembourg,3281
2020-04-13,Luxembourg,3292
2020-04-14,Luxembourg,3307
2020-04-15,Luxembourg,3373
2020-04-16,Luxembourg,3444
2020-03-18,Malta,38
2020-03-19,Malta,53
2020-03-20,Malta,64
2020-03-21,Malta,73
2020-03-22,Malta,90
2020-03-23,Malta,107
2020-03-24,Malta,110
2020-03-25,Malta,129
2020-03-26,Malta,134
2020-03-27,Malta,139
2020-03-28,Malta,149
2020-03-29,Malta,151
2020-03-30,Malta,156
2020-03-31,Malta,169
2020-04-01,Malta,188
2020-04-02,Malta,196
2020-04-03,Malta,202
2020-04-04,Malta,213
2020-04-05,Malta,227
2020-04-06,Malta,241
2020-04-07,Malta,293
2020-04-08,Malta,299
2020-04-09,Malta,337
2020-04-10,Malta,350
2020-04-11,Malta,370
2020-04-12,Malta,378
2020-04-13,Malta,384
2020-04-14,Malta,393
2020-04-15,Malta,399
2020-04-16,Malta,412
2020-03-18,Moldova,30
2020-03-19,Moldova,49
2020-03-20,Moldova,66
2020-03-21,Moldova,80
2020-03-22,Moldova,94
2020-03-23,Moldova,109
2020-03-24,Moldova,125
2020-03-25,Moldova,149
2020-03-26,Moldova,177
2020-03-27,Moldova,199
2020-03-28,Moldova,231
2020-03-29,Moldova,263
2020-03-30,Moldova,298
2020-03-31,Moldova,353
2020-04-01,Moldova,423
2020-04-02,Moldova,505
2020-04-03,Moldova,591
2020-04-04,Moldova,752
2020-04-05,Moldova,864
2020-04-06,Moldova,965
2020-04-07,Moldova,1056
2020-04-08,Moldova,1174
2020-04-09,Moldova,1289
2020-04-10,Moldova,1438
2020-04-11,Moldova,1560
2020-04-12,Moldova,1662
2020-04-13,Moldova,1712
2020-04-14,Moldova,1934
2020-04-15,Moldova,2049
2020-04-16,Moldova,2154
2020-03-18,Monaco,7
2020-03-19,Monaco,7
2020-03-20,Monaco,11
2020-03-21,Monaco,11
2020-03-22,Monaco,23
2020-03-23,Monaco,23
2020-03-24,Monaco,23
2020-03-25,Monaco,31
2020-03-26,Monaco,33
2020-03-27,Monaco,42
2020-03-28,Monaco,42
2020-03-29,Monaco,46
2020-03-30,Monaco,49
2020-03-31,Monaco,52
2020-04-01,Monaco,55
2020-04-02,Monaco,60
2020-04-03,Monaco,64
2020-04-04,Monaco,66
2020-04-05,Monaco,73
2020-04-06,Monaco,77
2020-04-07,Monaco,79
2020-04-08,Monaco,81
2020-04-09,Monaco,84
2020-04-10,Monaco,90
2020-04-11,Monaco,92
2020-04-12,Monaco,93
2020-04-13,Monaco,93
2020-04-14,Monaco,93
2020-04-15,Monaco,93
2020-04-16,Monaco,93
2020-03-18,Montenegro,2
2020-03-19,Montenegro,3
2020-03-20,Montenegro,14
2020-03-21,Montenegro,14
2020-03-22,Montenegro,21
2020-03-23,Montenegro,27
2020-03-24,Montenegro,47
2020-03-25,Montenegro,52
2020-03-26,Montenegro,69
2020-03-27,Montenegro,82
2020-03-28,Montenegro,84
2020-03-29,Montenegro,85
2020-03-30,Montenegro,91
2020-03-31,Montenegro,109
2020-04-01,Montenegro,123
2020-04-02,Montenegro,144
2020-04-03,Montenegro,174
2020-04-04,Montenegro,201
2020-04-05,Montenegro,214
2020-04-06,Montenegro,233
2020-04-07,Montenegro,241
2020-04-08,Montenegro,248
2020-04-09,Montenegro,252
2020-04-10,Montenegro,255
2020-04-11,Montenegro,263
2020-04-12,Montenegro,272
2020-04-13,Montenegro,274
2020-04-14,Montenegro,283
2020-04-15,Montenegro,288
2020-04-16,Montenegro,303
2020-03-18,Netherlands,2051
2020-03-19,Netherlands,2460
2020-03-20,Netherlands,2994
2020-03-21,Netherlands,3631
2020-03-22,Netherlands,4204
2020-03-23,Netherlands,4749
2020-03-24,Netherlands,5560
2020-03-25,Netherlands,6412
2020-03-26,Netherlands,7431
2020-03-27,Netherlands,8603
2020-03-28,Netherlands,9762
2020-03-29,Netherlands,10866
2020-03-30,Netherlands,11750
2020-03-31,Netherlands,12595
2020-04-01,Netherlands,13614
2020-04-02,Netherlands,14697
2020-04-03,Netherlands,15723
2020-04-04,Netherlands,16627
2020-04-05,Netherlands,17851
2020-04-06,Netherlands,18803
2020-04-07,Netherlands,19580
2020-04-08,Netherlands,20549
2020-04-09,Netherlands,21762
2020-04-10,Netherlands,23097
2020-04-11,Netherlands,24413
2020-04-12,Netherlands,25587
2020-04-13,Netherlands,26551
2020-04-14,Netherlands,27419
2020-04-15,Netherlands,28153
2020-04-16,Netherlands,29214
2020-03-18,Macedonia,35
2020-03-19,Macedonia,48
2020-03-20,Macedonia,67
2020-03-21,Macedonia,85
2020-03-22,Macedonia,115
2020-03-23,Macedonia,136
2020-03-24,Macedonia,148
2020-03-25,Macedonia,177
2020-03-26,Macedonia,201
2020-03-27,Macedonia,219
2020-03-28,Macedonia,241
2020-03-29,Macedonia,259
2020-03-30,Macedonia,285
2020-03-31,Macedonia,329
2020-04-01,Macedonia,354
2020-04-02,Macedonia,384
2020-04-03,Macedonia,430
2020-04-04,Macedonia,483
2020-04-05,Macedonia,555
2020-04-06,Macedonia,570
2020-04-07,Macedonia,599
2020-04-08,Macedonia,617
2020-04-09,Macedonia,663
2020-04-10,Macedonia,711
2020-04-11,Macedonia,760
2020-04-12,Macedonia,828
2020-04-13,Macedonia,854
2020-04-14,Macedonia,908
2020-04-15,Macedonia,974
2020-04-16,Macedonia,1081
2020-03-18,Norway,1550
2020-03-19,Norway,1746
2020-03-20,Norway,1914
2020-03-21,Norway,2118
2020-03-22,Norway,2385
2020-03-23,Norway,2621
2020-03-24,Norway,2863
2020-03-25,Norway,3084
2020-03-26,Norway,3369
2020-03-27,Norway,3755
2020-03-28,Norway,4015
2020-03-29,Norway,4284
2020-03-30,Norway,4445
2020-03-31,Norway,4641
2020-04-01,Norway,4863
2020-04-02,Norway,5147
2020-04-03,Norway,5370
2020-04-04,Norway,5550
2020-04-05,Norway,5687
2020-04-06,Norway,5865
2020-04-07,Norway,6086
2020-04-08,Norway,6086
2020-04-09,Norway,6211
2020-04-10,Norway,6314
2020-04-11,Norway,6409
2020-04-12,Norway,6525
2020-04-13,Norway,6603
2020-04-14,Norway,6623
2020-04-15,Norway,6740
2020-04-16,Norway,6896
2020-03-18,Poland,251
2020-03-19,Poland,355
2020-03-20,Poland,425
2020-03-21,Poland,536
2020-03-22,Poland,634
2020-03-23,Poland,749
2020-03-24,Poland,901
2020-03-25,Poland,1051
2020-03-26,Poland,1221
2020-03-27,Poland,1389
2020-03-28,Poland,1638
2020-03-29,Poland,1862
2020-03-30,Poland,2055
2020-03-31,Poland,2311
2020-04-01,Poland,2554
2020-04-02,Poland,2946
2020-04-03,Poland,3383
2020-04-04,Poland,3627
2020-04-05,Poland,4102
2020-04-06,Poland,4413
2020-04-07,Poland,4848
2020-04-08,Poland,5205
2020-04-09,Poland,5575
2020-04-10,Poland,5955
2020-04-11,Poland,6356
2020-04-12,Poland,6674
2020-04-13,Poland,6934
2020-04-14,Poland,7202
2020-04-15,Poland,7582
2020-04-16,Poland,7918
2020-03-18,Portugal,448
2020-03-19,Portugal,785
2020-03-20,Portugal,1020
2020-03-21,Portugal,1280
2020-03-22,Portugal,1600
